"Toll Brothers - Space Statistics"
"User","apiselli@tollbrothers.com"
"Last refreshed","2025-03-11"
"Timeframe","Lifetime"

"Space name","Space Details URL","Parent folder name","Internal ID","Presented By","Contact name","Address","Public status","Deleted status","Created Date","Impressions","Visits","Unique Visitors"
"The Hollister Devonshire","https://my.matterport.com/models/VMsqcPhCMvk","Model Homes","Hollister 1XZ, Toll Brothers at Falls at Weddington 4049","Toll Brothers","","334 Turtleback Ridge, Weddington, NC, 28104, US","Public","Not Deleted","2017-12-14","46065","35038","15518"
"The Duncan Aberdeen","https://my.matterport.com/models/Vo4VJtA23YF","Model Homes","Duncan 73W, Enclave at White Oak Creek 2325","Toll Brothers","","109 Oak Haven Lane, Apex, NC, 27523, US","Public","Not Deleted","2017-11-10","38251","27558","13169"
"The Allure Elite Mountain","https://my.matterport.com/models/vPitHmmdum5","QMI - Unstaged Homes","Allure Elite 5DA, Latigo at Rancharrah 4401","Toll Brothers","","306 Marewood Court, Reno, CA, 89511, US","Public","Not Deleted","2020-03-28","3947","2671","1860"
"The Strathmere Wellesley","https://my.matterport.com/models/vPTvsUP9zGS","Archived","Strathmere 057, Enclave at Shackamaxon 3341","Toll Brothers","","102 Tillinghast Turn, Scotch Plains, NJ, 07076, US","Not Public","Not Deleted","2016-05-12","73540","39299","23239"
"The Montrose Elite Northwest Contemporary","https://my.matterport.com/models/vQBG2pkmng5","Model Homes","Montrose Elite 4HZ, The Cliffs at Somersett 3115","Toll Brothers","","2213 Cold Creek Trail, Reno, NV, 89523, US","Public","Not Deleted","2019-11-09","33939","21426","12472"
"The Reed Charleston","https://my.matterport.com/models/VqhytwnVbtw","Model Homes","Reed 3CV, Brier Creek Country Club - Cottages 2273","Toll Brothers","","10420 Sablewood Drive, Raleigh, NC, 27617, US","Public","Not Deleted","2018-01-24","28524","11393","5851"
"The Dunraven Prairie","https://my.matterport.com/models/VQir5JqLVfY","Archived","Dunraven 1RN, Anthem Ran. by Toll Brothers - Broomfield 3490","Toll Brothers","","4195 San Luis Way, Broomfield, CO, 80023, US","Not Public","Not Deleted","2015-10-08","21994","13060","8206"
"The Reston Modern Farmhouse","https://my.matterport.com/models/vQwfZPEQZjS","Model Homes","Reston 4CP, Dominion Valley Country Club - Executives 960","Toll Brothers","","15145 Sky Valley Drive, Haymarket, VA, 20169, US","Public","Not Deleted","2019-05-01","57324","34559","19243"
"The Hayward","https://my.matterport.com/models/vRK6zmbF7Sj","Model Homes","Hayward 65W, Whitney Lake (No JDE)","Sabal Homes, A Toll Brothers Company","","2993 Sweetleaf Lane, Johns Island, SC, 29455, US","Public","Not Deleted","2018-03-28","22650","10514","6710"
"The Huntington Spanish Colonial","https://my.matterport.com/models/vuQkRXTtkvX","Model Homes","Huntington 3DN, Arlington at Parkside 3920","Toll Brothers","","175 Pinnacle Drive, Lake Forest, CA, 92630, US","Public","Not Deleted","2017-03-30","9727","7158","4357"
"The Mariposa Elite Italianate","https://my.matterport.com/models/VVVx3Yd8GE7","Model Homes","Mariposa Elite 49F, Lexington at Gale Ranch 3654","Toll Brothers","","600 Thyme Way, San Ramon, CA, 94582, US","Public","Not Deleted","2019-06-28","7871","5083","2912"
"The Stanwick Tuscan","https://my.matterport.com/models/VZhwqWvG4wJ","Model Homes","Stanwick 49A, Hillcrest at Porter Ranch - Beacon Col. 3695","Toll Brothers","","20630 West Bluebird Court, Northridge, CA, 91326, US","Public","Not Deleted","2018-08-11","74219","52379","28516"
"The Anacapa Tuscan","https://my.matterport.com/models/W2jgJgLyhPY","Model Homes","Anacapa 3E3, The Trails at Baker Ranch 3862","Toll Brothers","","13 Macatera, Lake Forest, CA, 92630, US","Not Public","Not Deleted","2017-05-09","6024","4134","2457"
"The Tewksbury Classic","https://my.matterport.com/models/W2UfamKvDrN","Archived","Tewksbury 1T8, Regency at Readington Carriages 3199","Toll Brothers","","106 Van Cleef Drive, Whitehouse Station, NJ, 08889, US","Not Public","Not Deleted","2015-10-01","36974","22102","12064"
"The Sarona","https://my.matterport.com/models/w4bA4jefpvR","Archived","Jade 3NV, Ironwood 3935","Toll Brothers","","6214 Stone Rise Street, Las Vegas, NV, 89135, US","Not Public","Not Deleted","2019-01-25","4793","3340","1460"
"The Shiloh Modern","https://my.matterport.com/models/w7PBEjKMXLa","Model Homes","Shiloh 5JV, Valley & Park 4144","Toll Brothers","","11710 Parsons Way, Reston, Virginia, 20191, US","Public","Not Deleted","2019-11-27","20213","13416","8035"
"The Davenport Craftsman","https://my.matterport.com/models/W8vxCBFsgDY","Archived","Davenport 374,  Coastal Oaks at Nocatee - Legacy 1921","Toll Brothers","","171 Portsmouth Bay Avenue, Ponte Vedra Beach, FL, 32081, US","Not Public","Not Deleted","2015-12-15","16735","8995","6004"
"The Aldrich Shingle","https://my.matterport.com/models/wBDn3ytrPwH","Archived","Aldrich 2QJ, Pipers Glen 3460","Toll Brothers","","15922 99th Place Northeast, Bothell, WA, 98011, US","Not Public","Not Deleted","2016-05-12","14471","8960","5462"
"The Burke Elite Contemporary","https://my.matterport.com/models/WC61vuMwSz5","Model Homes","Burke Elite 3VQ, The Ridge at Big Rock - Sandstone Col. 4123","Toll Brothers","","14128 3rd Avenue NE, Duvall, WA, 98019, US","Public","Not Deleted","2020-02-04","22760","13274","7571"
"The Rio Verde Desert Contemporary","https://my.matterport.com/models/Wd9tLMYWwtP","Model Homes","Rio Verde 3AK, Toll Brothers at Verde River 4010","Toll Brothers","","17338 East Bobwhite Way, Rio Verde, AZ, 85263, US","Public","Not Deleted","2018-03-12","144710","94732","46101"
"The Salerno Mediterranean","https://my.matterport.com/models/WDZLNTdPxaN","Archived","Salerno 399, Jupiter Country Club - The Heritage 2942","Toll Brothers","","135 Rosalia Court, Jupiter, FL, 33478, US","Not Public","Not Deleted","2016-02-18","41277","22924","15856"
"The Madison Modern","https://my.matterport.com/models/WfYE4ZtBY1M","Model Homes","Madison 58F, Toll Brothers at Verde River 4010","Toll Brothers","","17442 East Hunter Drive, Rio Verde, AZ, 85263, US","Public","Not Deleted","2020-02-28","40960","25733","13290"
"The Fairchild Heritage","https://my.matterport.com/models/wGa7dXsihgW","Archived","Fairchild 3AY, Regency at Creekside - The Potomac Col. 3228","Toll Brothers","","13796 Long Ridge Drive, Haymarket, VA, 20169, US","Not Public","Not Deleted","2016-10-25","14583","8601","4645"
"The Canterbury Mediterranean","https://my.matterport.com/models/WgDNc1cRjJL","Model Homes","Canterbury 3N6, The Knolls at Tassajara Hills 3884","Toll Brothers","","7363 Colton Hills Drive, Dublin, CA, 94568, US","Public","Not Deleted","2018-02-11","56951","39044","22691"
"The Santa Rosa Spanish Colonial","https://my.matterport.com/models/wj2XSjoANrr","Archived","Santa Rosa 2CP, Franklin Park at Providence 2872","Toll Brothers","","7334 Durand Park Street, Las Vegas, NV, 89166, US","Not Public","Not Deleted","2016-12-23","8913","5237","2892"
"The Bellina Italianate","https://my.matterport.com/models/WKrKTMj1cQd","Model Homes","Bellina 48G, Borello Ranch Estate 3982","Toll Brothers","","18605 Corte Bautista, Morgan Hill, CA, 95037, US","Public","Not Deleted","2019-02-20","82225","49708","29786"
"The Ahrens Farmhouse","https://my.matterport.com/models/WobKrfHccph","Model Homes","Ahrens 4D4, Lenah Mill - The Carolinas 1772","Toll Brothers","","24462 Carolina Rose Circle, Aldie, VA, 20105, US","Public","Not Deleted","2018-09-07","45605","34365","18594"
"The Finnell","https://my.matterport.com/models/WogJ6ziKyu8","Archived","Fincastle 3Z8, Lenah Mill - The Villages 1771","Toll Brothers","","24454 Carolina Rose Circle, Aldie, VA, 20105, US","Not Public","Not Deleted","2020-03-27","62","8","2"
"The Eclipse Elite Desert Prairie","https://my.matterport.com/models/wohczFGGbnP","Model Homes","Eclipse Elite 4D7, Shadow Point 4157","Toll Brothers","","932 Wild Skies Drive, Las Vegas, NV, 89138, US","Public","Not Deleted","2019-05-11","20565","13004","7774"
"The Villa Lago Chateau","https://my.matterport.com/models/wpKTAnm2Fsv","Archived","Villa Lago 73V, Royal Palm Polo - Signature 3448","Toll Brothers","","2703 Northwest 71st Boulevard, Boca Raton, FL, 33496, US","Not Public","Not Deleted","2016-02-17","129156","81078","47023"
"The Farrell","https://my.matterport.com/models/wpTnuvjxXra","Archived","Fairlawn 4DT, Reg. at S. Whitehall - Villas Col. 3799","Toll Brothers","","1688 Valley View Drive, Allentown, PA 18104, United States","Not Public","Not Deleted","2020-03-24","43130","17250","9555"
"The Hopewell South Shore","https://my.matterport.com/models/Wq1f7bdHAVJ","QMI - Staged Homes","Hopewell 776, Orchard Ridge - The Enclave 3989","Toll Brothers","","18 Roxbury Road, Mahwah, NJ, 07430, US","Public","Not Deleted","2020-01-14","5649","2764","1845"
"The Driftwood Modern Farmhouse","https://my.matterport.com/models/wsM733JhVk1","Model Homes","Driftwood 56S, Harbor View at Pacifica San Juan 4346","Toll Brothers","","26366 Paseo Lluvia, San Juan Capistrano, CA, 92675, US","Public","Not Deleted","2020-01-04","32199","21646","12599"
"The Trapani Tuscan","https://my.matterport.com/models/WT6mBMzFMFG","Archived","Trapani 1R4, Toll Brothers at Inspirada - Veneto 2830","Toll Brothers","","3092 Amoruccio Court, Henderson, NV, 89044, US","Not Public","Not Deleted","2016-12-18","17492","9207","5815"
"The Kingston","https://my.matterport.com/models/wTaA4XSxQgc","Model Homes","Kingston 3WR, Cartwright Ranch 4224","Toll Brothers","","11881 N Barn Owl Way Boise Idaho United States","Public","Not Deleted","2019-12-14","12159","10277","5438"
"The Agate Northwest Contemporary","https://my.matterport.com/models/WUZ8kU2hmhX","Model Homes","Agate 5DU, Toll Brothers at Camas Meadows 4629","Toll Brothers","","4037 NW 61st Court, Camas, WA, 98607, US","Public","Not Deleted","2020-04-01","31094","19255","11706"
"The Danville Craftsman","https://my.matterport.com/models/wwihnMMqhBB","Archived","Danville 1YY, Franklin Park at Providence 2872","Toll Brothers","","7326 Durand Park Street, Las Vegas, NV, 89166, US","Not Public","Not Deleted","2016-12-23","19805","5452","3386"
"The Clubhouse at Calliandra Estates","https://my.matterport.com/models/wWnx9cpckqR","Amenities","Calliandra Estates 3433","Toll Brothers","","2564 East Country Shadows Street, Gilbert, AZ, 85298, US","Not Public","Not Deleted","2017-04-28","19356","11351","8958"
"The Lucido Italiante","https://my.matterport.com/models/x1ye4Rh8Drk","Model Homes","Lucido 3E8, Alta Vista at Orchard Hills 3947","Toll Brothers","","102 Woody Knoll, Irvine, CA, 92602, US","Public","Not Deleted","2017-08-26","52928","38966","20328"
"The Hayden Cottage","https://my.matterport.com/models/X3dFNvyCeMa","Model Homes","Hayden 3Z3, North Hill - The Point Collection 4107","Toll Brothers","","14183 Kearney Loop, Thornton, CO, 80602, US","Public","Not Deleted","2019-01-18","78030","46541","24613"
"The Cimarron Tuscan","https://my.matterport.com/models/x5DRcZQttvQ","Archived","Cimarron (CA) 36G, Terraces at Baker Ranch 3412","Toll Brothers","","13 Juniper, Lake Forest, CA, 92630, US","Not Public","Not Deleted","2016-08-19","5861","3834","2460"
"The Monterey Elite","https://my.matterport.com/models/x6oyRNi6pco","Model Homes","Monterey 3NS, Fairway Hills in The Ridges 2339","Toll Brothers","","11280 Granite Ridge Drive #1072, Las Vegas, NV, 89135, US","Public","Not Deleted","2017-12-08","26282","16453","9807"
"The Bucknell Country Manor","https://my.matterport.com/models/X8fqYQ9k5zs","Model Homes","Bucknell K09, Enclave at Upper Makefield 1120","Toll Brothers","","6 Hillyer Lane, Newtown, PA, 18940, US","Public","Not Deleted","2017-06-25","3826","2402","1518"
"The Columbia II Lexington","https://my.matterport.com/models/X8SmA4qBrS4","Model Homes","Columbia II 524, Woodlands at Warwick 3782","Toll Brothers","","1300 Memorial Drive, Jamison, PA, 18929, US","Public","Not Deleted","2017-06-27","139732","86102","50829"
"The Alta Andalusian","https://my.matterport.com/models/X9NdbKv2ia3","QMI - Unstaged Homes","Alta 4DC, Diamond Crest at Bella Vista Ranch 3941","Toll Brothers","","9267 Red Spring Drive, Reno, NV, 89521, US","Public","Not Deleted","2020-03-27","1337","886","605"
"The Duke Carolina","https://my.matterport.com/models/X9Xoss5uP6v","Model Homes","Duke 718, Westridge Estates of Canton 3727","Toll Brothers","","50009 Tahoe Way, Canton, MI, 48187, US","Public","Not Deleted","2017-07-29","41363","26188","12273"
"The Cranston Farmhouse","https://my.matterport.com/models/Xf6vd7LSsLs","Model Homes","Cranston 5K8, Sterling Grove - Providence Collection 3997","Toll Brothers","","11890 North Hershey Street, Surprise, AZ, 85388, US","Public","Not Deleted","2020-01-15","25668","14767","9867"
"The Baywood Chateau","https://my.matterport.com/models/XF8Nix1Cfwr","Model Homes","Baywood (CA) 2J3, Ashbury at Alamo Creek 3633","Toll Brothers","","406 Vendeen Court, Danville, CA, 94506, US","Not Public","Not Deleted","2017-02-05","28028","20199","10917"
"The Saguaro Italianate","https://my.matterport.com/models/xfnAykJkHLp","Model Homes","Saguaro 49J, Mason Ridge at Bella Vista Ranch 3915","Toll Brothers","","9307 Sky Dune Way, Reno, NV, 89521, US","Public","Not Deleted","2019-02-20","23022","12595","7083"
"The Barron Manor","https://my.matterport.com/models/Xg52wWsiygW","Model Homes","Barron 4Y4, Regency at Glen Ellen - The Carriage Col. 3880","Toll Brothers","","8 Glen Ellen Boulevard, Millis, MA, 02054, US","Public","Not Deleted","2019-05-28","35077","19030","11082"
"The Fincastle Farmhouse","https://my.matterport.com/models/xg5ApJqQ8h1","Model Homes","Fincastle 3Z8, Lenah Mill - The Villages 1771","Toll Brothers","","24454 Carolina Rose Circle, Aldie, VA, 20105, US","Public","Not Deleted","2018-09-07","76433","49004","25943"
"The Michigan Design Studio","https://my.matterport.com/models/XHxpoHTFDQp","Design Studios","Michigan Design Studio","Toll Brothers","","46979 Five Mile Road, Plymouth, MI, 48170, US","Not Public","Not Deleted","2017-08-03","8306","5472","3230"
"The Durham Prairie","https://my.matterport.com/models/xj8MGAJx3En","Model Homes","Durham 5DC, Latigo at Rancharrah 4401","Toll Brothers","","307 Marewood Court, Reno, NV, 89511, US","Public","Not Deleted","2020-03-29","31252","17043","10654"
"The Farmington Federal","https://my.matterport.com/models/xkN5RyJdC2W","Archived","Farmington 24Z, Sea Breeze at Lacey 1095","Toll Brothers","","8 Ambermist Way, Forked River, NJ, 08731, US","Not Public","Not Deleted","2015-05-02","82383","50551","30112"
"The Los Angeles Design Studio","https://my.matterport.com/models/xkrSiAJAi6J","Design Studios","Los Angeles Design Studio","Toll Brothers","","780 Chambers Lane, Suite 220, Simi Valley, CA, 93065, US","Not Public","Not Deleted","2017-05-24","10278","5442","2925"
"The Ballard Craftsman","https://my.matterport.com/models/XkVmZ5Ucpqo","Archived","Ballard 1RC, Crestview 3726","Toll Brothers","","15552 Northeast 118th Way, Redmond, WA, 98052, US","Not Public","Not Deleted","2016-11-10","24278","16331","9306"
"The Hammond Savannah","https://my.matterport.com/models/XMdHd1guECG","Model Homes","Hammond 0LF, Enclave at Ocean 3357","Toll Brothers","","4 Enclave Way, Ocean, NJ, 07712, US","Public","Not Deleted","2018-11-29","42221","28626","16160"
"The Fitness Center at Julington Lakes","https://my.matterport.com/models/XoyheYbpNwA","Amenities","Julington Lakes 3549","Toll Brothers","","57 Lake Mist Court, Saint Johns, FL 32259, United States","Public","Not Deleted","2018-06-29","18499","9329","6471"
"The Duke Aberdeen","https://my.matterport.com/models/xrx1iecf17G","Model Homes","Duke 718, Toll Brothers at Bent Creek - Executive Col. 4166","Toll Brothers","","1041 Chippenham Avenue, Indian Land, SC, 29707, US","Public","Not Deleted","2018-04-05","12969","10047","5244"
"The Mercer Farmhouse","https://my.matterport.com/models/XSPu6UDu6V8","Archived","Mercer 0GB, Moorefield Green - The Oxford 1805","Toll Brothers","","22592 Willington Square, Ashburn, VA, 20148, US","Not Public","Not Deleted","2016-04-01","3591","2062","1240"
"The Bristol Bay Mountain","https://my.matterport.com/models/xsYEDyuZya4","Model Homes","Bristol 060, Regency at Damonte Ranch - Winterlake 3805","Toll Brothers","","9985 Hafflinger Court, Reno, NV, 89521, US","Not Public","Not Deleted","2017-02-02","9147","6123","3493"
"The Malta Andalusian","https://my.matterport.com/models/xth2cUrBkaM","QMI - Unstaged Homes","Malta 32Z, Sorrento Trail at Bella Vista Ranch 3914","Toll Brothers","","2461 Stone Track Trail, Reno, NV, 89521, US","Public","Not Deleted","2020-03-27","711","447","296"
"The Versilia Tuscan","https://my.matterport.com/models/XuK3CUU2wzp","Model Homes","Versilia 3QE, Mirabelle at Plum Canyon 3673","Toll Brothers","","19108 Lauren Lane, Santa Clarita, CA, 91350, US","Public","Not Deleted","2018-01-16","44758","27753","14853"
"The Gaffney Farmhouse","https://my.matterport.com/models/XVeM6AwLuHc","Model Homes","Gaffney 4HN, Villages at Chester Springs 1504","Toll Brothers","","700 Hackberry Court, Chester Springs, PA, 19425, US","Public","Not Deleted","2019-02-13","30265","17543","9601"
"The Martinique Coastal","https://my.matterport.com/models/xVVGvJ2M5so","Model Homes","Martinique 3PD, Azure at Hacienda Lakes - Coach 3908","Toll Brothers","","8832 St. Lucia Drive Unit 102, Naples, FL, 34114, US","Public","Not Deleted","2017-08-30","27455","19274","10745"
"The Campagna","https://my.matterport.com/models/xWoP9XK3xu3","QMI - Unstaged Homes","Campagna 48H, Borello Ranch Estates 3982","Toll Brothers","","1860 Corte, Bautista Morgan Hill, CA, 95037, US","Public","Not Deleted","2020-01-22","31429","18198","12224"
